student_id,name,roll_number,department,year,attendance_pct,backlogs,grade_trend,fee_delay_days,family_income_bracket,extracurricular,attendance_trend_3m,risk_level
607,Student_0607,ROLL00607,ME,4,68.84,0,0.36,4,mid,0,1.03,Low
608,Student_0608,ROLL00608,Physics,1,62.87,3,0.013,1,mid,1,15.0,Low
609,Student_0609,ROLL00609,CE,2,82.8,1,1.808,5,low,1,5.53,Low
610,Student_0610,ROLL00610,Physics,1,79.05,0,0.168,7,high,1,4.78,Low
611,Student_0611,ROLL00611,Commerce,3,86.75,0,-0.966,4,mid,1,0.31,Low
612,Student_0612,ROLL00612,ECE,1,51.59,0,2.0,48,low,1,-9.12,Medium
613,Student_0613,ROLL00613,BCA,4,65.47,0,-0.605,4,low,1,2.87,Low
614,Student_0614,ROLL00614,ECE,2,85.03,0,0.699,29,mid,0,-4.35,Low
615,Student_0615,ROLL00615,ME,3,60.46,1,1.027,47,low,1,1.8,Medium
616,Student_0616,ROLL00616,ECE,1,62.56,0,1.393,5,mid,1,13.11,Low
617,Student_0617,ROLL00617,Physics,1,85.76,0,0.284,3,low,1,4.29,Low
618,Student_0618,ROLL00618,CSE,3,54.38,0,1.234,3,low,0,-4.44,Medium
619,Student_0619,ROLL00619,ECE,3,54.28,0,0.655,1,high,1,-2.25,Low
620,Student_0620,ROLL00620,MBA,2,75.79,0,0.218,2,high,0,-17.52,Low
621,Student_0621,ROLL00621,Commerce,4,94.06,0,-1.006,6,low,0,-1.88,Low
622,Student_0622,ROLL00622,Physics,1,85.87,0,0.428,1,high,1,4.3,Low
623,Student_0623,ROLL00623,ECE,3,83.16,0,1.136,31,mid,1,-1.56,Low
624,Student_0624,ROLL00624,ECE,3,78.39,0,-1.605,3,high,0,-3.37,Low
625,Student_0625,ROLL00625,ME,1,68.58,0,1.363,20,mid,1,-5.43,Low
626,Student_0626,ROLL00626,MBA,2,51.74,0,-0.068,94,low,1,-4.26,High
627,Student_0627,ROLL00627,ECE,2,62.56,1,0.66,13,high,0,-11.59,Medium
628,Student_0628,ROLL00628,BCA,1,72.42,2,-1.513,120,low,1,-5.84,High
629,Student_0629,ROLL00629,CE,1,91.66,0,0.457,15,mid,0,1.75,Low
630,Student_0630,ROLL00630,Commerce,3,57.38,1,-1.254,47,mid,1,-1.34,Medium
631,Student_0631,ROLL00631,BCA,2,47.99,0,0.587,7,high,0,-17.4,Medium
632,Student_0632,ROLL00632,ECE,3,36.43,0,-1.179,3,high,1,-13.37,Low
633,Student_0633,ROLL00633,BCA,3,45.78,0,-1.314,1,high,1,-5.65,Medium
634,Student_0634,ROLL00634,MBA,4,93.31,0,-0.633,0,high,0,4.08,Low
635,Student_0635,ROLL00635,Commerce,2,100.0,1,-0.102,5,high,1,0.59,Low
636,Student_0636,ROLL00636,CE,2,67.0,0,0.66,50,low,1,4.66,Low
637,Student_0637,ROLL00637,CSE,2,73.55,0,-0.532,3,mid,1,0.08,Low
638,Student_0638,ROLL00638,ME,1,48.77,1,-2.0,6,high,1,-31.07,High
639,Student_0639,ROLL00639,ME,4,59.19,0,-0.411,16,mid,1,5.17,Low
640,Student_0640,ROLL00640,BCA,2,49.04,0,1.599,20,mid,1,-10.68,Low
641,Student_0641,ROLL00641,Physics,1,63.29,1,-1.051,0,high,1,-23.25,Medium
642,Student_0642,ROLL00642,BCA,2,57.88,3,0.859,2,high,1,1.04,Medium
643,Student_0643,ROLL00643,CSE,4,58.57,0,0.753,4,mid,0,-7.92,Medium
644,Student_0644,ROLL00644,CSE,1,72.23,2,-0.749,59,low,1,0.69,High
645,Student_0645,ROLL00645,MBA,3,71.49,0,0.441,30,low,1,-10.35,Medium
646,Student_0646,ROLL00646,ECE,2,68.44,3,0.469,22,mid,0,-10.78,Medium
647,Student_0647,ROLL00647,BCA,3,70.86,0,0.076,39,mid,1,5.39,Low
648,Student_0648,ROLL00648,CSE,2,71.53,0,0.69,52,low,0,-6.43,Medium
649,Student_0649,ROLL00649,ECE,2,63.4,0,1.976,24,low,0,-11.67,Medium
650,Student_0650,ROLL00650,CSE,2,90.42,1,-0.724,8,mid,1,8.93,Low
651,Student_0651,ROLL00651,Commerce,2,58.43,1,1.125,1,low,0,-16.94,Medium
652,Student_0652,ROLL00652,Commerce,3,84.36,0,-0.325,44,low,1,-3.35,Low
653,Student_0653,ROLL00653,CE,1,83.87,2,1.039,3,high,0,3.47,Low
654,Student_0654,ROLL00654,ME,2,50.69,3,-0.455,23,low,1,-0.38,High
655,Student_0655,ROLL00655,Commerce,1,58.67,1,0.151,8,low,1,-0.61,Medium
656,Student_0656,ROLL00656,CSE,4,82.47,0,0.543,3,high,1,6.8,Low
657,Student_0657,ROLL00657,ECE,2,98.06,1,-0.176,29,mid,1,3.41,Low
658,Student_0658,ROLL00658,MBA,3,57.5,2,-0.672,3,high,1,-8.64,Medium
659,Student_0659,ROLL00659,ECE,1,96.94,0,-0.727,31,low,0,6.63,Medium
660,Student_0660,ROLL00660,ME,3,72.83,0,0.02,25,mid,1,-0.12,Low
661,Student_0661,ROLL00661,Physics,2,54.88,0,-1.007,1,high,0,-2.62,Low
662,Student_0662,ROLL00662,ECE,3,47.31,0,-0.757,10,mid,0,-2.57,Medium
663,Student_0663,ROLL00663,CSE,1,62.22,0,0.629,9,high,0,-5.52,Low
664,Student_0664,ROLL00664,Physics,1,83.03,0,-0.604,6,mid,1,7.87,Low
665,Student_0665,ROLL00665,ECE,1,73.57,0,0.857,2,mid,1,0.18,Low
666,Student_0666,ROLL00666,ECE,3,67.29,0,1.722,4,mid,0,-6.58,Low
667,Student_0667,ROLL00667,BCA,4,74.45,0,-0.145,8,mid,1,-2.66,Low
668,Student_0668,ROLL00668,CSE,1,66.94,0,0.099,2,mid,1,-2.84,Low
669,Student_0669,ROLL00669,CSE,4,65.09,0,-0.018,120,low,0,-10.81,High
670,Student_0670,ROLL00670,ECE,1,68.23,0,-0.512,1,low,1,-7.15,Medium
671,Student_0671,ROLL00671,CE,1,72.53,1,-0.981,120,low,0,-14.24,High
672,Student_0672,ROLL00672,Physics,1,100.0,0,2.0,2,low,0,6.49,Low
673,Student_0673,ROLL00673,ME,4,80.14,0,0.029,6,mid,0,6.49,Low
674,Student_0674,ROLL00674,Physics,4,100.0,0,1.942,10,mid,0,-5.13,Low
675,Student_0675,ROLL00675,ME,4,66.87,0,2.0,7,high,1,-5.07,Low
676,Student_0676,ROLL00676,CSE,4,84.52,0,1.192,7,mid,1,-3.46,Low
677,Student_0677,ROLL00677,Physics,3,57.94,0,-0.946,1,mid,1,-0.92,Medium
678,Student_0678,ROLL00678,CSE,3,41.3,3,0.598,5,mid,0,2.89,Medium
679,Student_0679,ROLL00679,MBA,4,40.24,1,0.314,0,high,1,-6.67,Low
680,Student_0680,ROLL00680,MBA,3,98.0,0,-1.197,20,low,0,2.7,Low
681,Student_0681,ROLL00681,ECE,3,55.97,1,-0.907,22,low,0,9.58,Medium
682,Student_0682,ROLL00682,Commerce,2,60.63,0,-1.794,3,mid,0,-8.26,Medium
683,Student_0683,ROLL00683,CSE,4,60.56,0,0.36,43,low,1,-10.29,Medium
684,Student_0684,ROLL00684,ME,3,49.17,0,-0.447,13,mid,1,-23.13,Medium
685,Student_0685,ROLL00685,ME,2,84.84,0,-1.391,7,mid,1,-4.24,Low
686,Student_0686,ROLL00686,CSE,1,100.0,0,0.313,5,high,0,2.24,Low
687,Student_0687,ROLL00687,ECE,4,68.83,0,1.671,113,low,1,-10.21,Medium
688,Student_0688,ROLL00688,BCA,1,73.69,1,0.209,2,low,1,2.17,Low
689,Student_0689,ROLL00689,CE,4,83.59,0,-1.752,13,high,1,-1.3,Low
690,Student_0690,ROLL00690,BCA,3,55.85,1,-0.678,16,low,1,10.39,Medium
691,Student_0691,ROLL00691,BCA,1,94.4,3,-1.321,1,mid,0,6.86,Low
692,Student_0692,ROLL00692,Physics,4,44.2,0,1.166,7,mid,0,-10.91,Medium
693,Student_0693,ROLL00693,ECE,1,59.1,1,0.531,18,low,1,3.87,Medium
694,Student_0694,ROLL00694,MBA,1,61.3,5,0.895,46,low,1,-0.3,High
695,Student_0695,ROLL00695,Commerce,1,84.35,0,0.447,0,high,1,-0.19,Low
696,Student_0696,ROLL00696,CE,1,76.2,0,-1.036,16,mid,1,-1.68,Medium
697,Student_0697,ROLL00697,CSE,4,80.97,1,0.939,30,low,1,-3.12,Medium
698,Student_0698,ROLL00698,Physics,3,50.09,0,-0.631,5,mid,0,-4.71,Medium
699,Student_0699,ROLL00699,ME,4,92.52,0,-0.059,29,mid,1,5.23,Low
700,Student_0700,ROLL00700,CSE,2,56.5,0,0.964,34,mid,1,15.0,Low
701,Student_0701,ROLL00701,ECE,2,66.28,0,1.072,0,high,1,-15.05,Low
702,Student_0702,ROLL00702,Physics,1,37.7,1,1.963,13,low,1,-5.44,Medium
703,Student_0703,ROLL00703,CE,1,100.0,0,0.11,22,mid,1,0.92,Low
704,Student_0704,ROLL00704,Physics,1,56.5,0,0.854,22,mid,1,-2.4,Low
705,Student_0705,ROLL00705,Physics,4,72.89,1,-0.365,1,mid,1,15.0,Low
706,Student_0706,ROLL00706,BCA,4,91.75,0,-1.509,5,high,1,-2.36,Low
707,Student_0707,ROLL00707,CE,1,85.3,1,-0.444,4,high,1,2.29,Low
708,Student_0708,ROLL00708,MBA,1,74.41,0,-1.548,1,mid,1,-0.89,Low
709,Student_0709,ROLL00709,ECE,4,69.07,0,0.072,0,high,0,2.91,Low
710,Student_0710,ROLL00710,ME,3,76.1,0,-0.731,2,mid,1,-5.76,Low
711,Student_0711,ROLL00711,CSE,2,56.36,2,-0.954,4,low,1,0.63,Medium
712,Student_0712,ROLL00712,BCA,1,56.93,0,0.148,0,high,0,4.6,Low
713,Student_0713,ROLL00713,CSE,2,57.18,0,0.032,10,low,0,11.53,Medium
714,Student_0714,ROLL00714,ME,1,61.72,0,-0.046,31,mid,0,-3.13,Medium
715,Student_0715,ROLL00715,ME,2,73.15,0,-1.478,5,high,1,-0.94,Low
716,Student_0716,ROLL00716,BCA,1,60.92,0,-0.345,44,low,1,-4.27,Medium
717,Student_0717,ROLL00717,Physics,3,74.58,1,-1.251,7,mid,1,-15.26,Medium
718,Student_0718,ROLL00718,ME,3,69.23,0,0.132,18,low,0,14.91,Low
719,Student_0719,ROLL00719,BCA,4,75.51,1,-0.727,9,mid,1,-3.81,Medium
720,Student_0720,ROLL00720,Physics,2,78.97,1,0.669,23,low,1,-14.45,Medium
721,Student_0721,ROLL00721,CSE,3,62.06,0,2.0,17,low,1,11.94,Low
722,Student_0722,ROLL00722,CE,3,38.49,0,0.561,13,low,1,-11.9,Medium
723,Student_0723,ROLL00723,Commerce,3,93.59,0,-0.087,4,mid,1,12.4,Low
724,Student_0724,ROLL00724,Commerce,3,79.09,0,-0.364,3,high,1,5.16,Low
725,Student_0725,ROLL00725,CSE,3,86.25,0,1.767,6,low,0,-2.32,Low
726,Student_0726,ROLL00726,BCA,4,80.96,0,1.007,4,mid,0,16.19,Low
727,Student_0727,ROLL00727,BCA,3,97.02,0,-1.003,14,mid,1,1.34,Low
728,Student_0728,ROLL00728,CE,3,77.55,0,0.14,26,low,1,-5.23,Low
729,Student_0729,ROLL00729,ECE,2,58.06,0,2.0,1,high,0,-9.14,Low
730,Student_0730,ROLL00730,ME,2,68.7,0,0.057,38,mid,1,4.36,Medium
731,Student_0731,ROLL00731,Commerce,1,53.28,1,1.449,21,low,1,-5.52,Medium
732,Student_0732,ROLL00732,BCA,1,89.78,0,-0.349,8,low,1,7.79,Low
733,Student_0733,ROLL00733,MBA,1,36.95,2,-0.811,0,high,1,-5.14,High
734,Student_0734,ROLL00734,ME,4,57.85,0,1.546,14,mid,1,-3.04,Low
735,Student_0735,ROLL00735,ME,4,46.33,0,1.196,3,high,1,-14.75,Medium
736,Student_0736,ROLL00736,ECE,1,47.55,0,0.084,67,low,0,-15.46,High
737,Student_0737,ROLL00737,BCA,1,89.52,0,-1.654,4,mid,1,-2.17,Low
738,Student_0738,ROLL00738,CE,4,86.8,0,-0.343,2,high,1,-6.91,Low
739,Student_0739,ROLL00739,ECE,2,62.77,1,1.39,6,mid,1,11.3,Low
740,Student_0740,ROLL00740,CSE,2,64.32,2,1.274,45,low,0,13.79,Medium
741,Student_0741,ROLL00741,BCA,2,67.38,0,1.257,66,mid,0,-0.3,Low
742,Student_0742,ROLL00742,ECE,4,79.9,0,1.568,5,mid,1,-10.76,Low
743,Student_0743,ROLL00743,ME,2,59.97,0,-1.834,14,mid,0,-0.92,Low
744,Student_0744,ROLL00744,Physics,2,88.61,1,-0.706,120,low,0,0.81,High
745,Student_0745,ROLL00745,CE,1,39.53,1,0.365,2,high,1,-17.44,Medium
746,Student_0746,ROLL00746,CSE,3,81.87,0,-0.861,7,mid,1,1.92,Low
747,Student_0747,ROLL00747,CSE,1,63.17,0,-0.629,3,mid,1,11.63,Low
748,Student_0748,ROLL00748,Commerce,3,97.46,0,-0.782,19,mid,0,0.8,Low
749,Student_0749,ROLL00749,MBA,1,88.25,0,-1.635,3,mid,0,-2.2,Low
750,Student_0750,ROLL00750,MBA,4,50.77,1,-0.139,7,mid,1,-7.51,Medium
751,Student_0751,ROLL00751,Commerce,1,66.12,0,-2.0,28,low,0,4.95,Medium
752,Student_0752,ROLL00752,ECE,1,55.61,1,-2.0,4,low,1,-14.47,Medium
753,Student_0753,ROLL00753,MBA,3,56.65,0,1.821,23,mid,1,0.45,Low
754,Student_0754,ROLL00754,ECE,4,57.94,0,-0.922,8,low,1,5.52,Low
755,Student_0755,ROLL00755,Physics,1,94.83,0,-1.223,5,high,0,10.12,Low
756,Student_0756,ROLL00756,Physics,2,100.0,0,-1.414,0,mid,0,7.48,Low
757,Student_0757,ROLL00757,ME,1,81.02,0,-0.449,3,mid,1,4.01,Low
758,Student_0758,ROLL00758,Physics,2,91.41,0,0.551,43,low,0,0.42,Low
759,Student_0759,ROLL00759,Commerce,3,40.48,0,0.082,7,mid,0,-14.95,Medium
760,Student_0760,ROLL00760,CE,3,82.47,0,-0.747,3,mid,1,2.46,Low
761,Student_0761,ROLL00761,BCA,2,66.55,2,-0.193,42,mid,1,8.77,Medium
762,Student_0762,ROLL00762,ME,4,68.52,0,-1.321,51,mid,1,14.14,Low
763,Student_0763,ROLL00763,BCA,4,74.86,1,-0.608,26,low,0,-11.06,Medium
764,Student_0764,ROLL00764,CSE,4,64.64,1,-2.0,20,low,1,-10.04,Medium
765,Student_0765,ROLL00765,CSE,1,98.46,0,-1.84,2,mid,0,9.64,Low
766,Student_0766,ROLL00766,ECE,1,100.0,1,0.422,23,low,1,7.85,Low
767,Student_0767,ROLL00767,ME,2,88.52,1,0.723,8,mid,1,11.23,Low
768,Student_0768,ROLL00768,ECE,3,82.82,0,1.881,3,mid,0,3.31,Low
769,Student_0769,ROLL00769,BCA,3,52.38,0,1.515,2,mid,1,0.29,Low
770,Student_0770,ROLL00770,Commerce,2,58.56,0,-0.352,12,low,0,0.06,Low
771,Student_0771,ROLL00771,Physics,1,64.85,0,-1.099,1,high,1,11.37,Low
772,Student_0772,ROLL00772,BCA,1,66.15,1,1.085,1,mid,1,2.21,Low
773,Student_0773,ROLL00773,Physics,3,80.4,0,0.231,34,mid,0,2.57,Low
774,Student_0774,ROLL00774,ME,3,43.4,0,-1.729,72,low,1,-10.07,High
775,Student_0775,ROLL00775,MBA,3,88.85,1,0.03,0,high,1,-1.49,Low
776,Student_0776,ROLL00776,MBA,2,51.99,0,0.211,19,low,0,0.79,Medium
777,Student_0777,ROLL00777,MBA,1,67.72,1,0.521,18,mid,1,-11.64,Low
778,Student_0778,ROLL00778,CSE,1,57.17,2,-0.147,2,high,0,6.73,Low
779,Student_0779,ROLL00779,Physics,4,84.32,1,0.73,0,mid,1,4.21,Low
780,Student_0780,ROLL00780,Commerce,4,98.27,0,1.001,30,low,1,5.84,Low
781,Student_0781,ROLL00781,Commerce,4,63.02,2,-0.808,36,mid,0,-4.79,Medium
782,Student_0782,ROLL00782,BCA,2,100.0,0,-0.68,22,mid,1,7.06,Low
783,Student_0783,ROLL00783,ME,3,41.21,0,-1.568,5,mid,0,-23.94,Medium
784,Student_0784,ROLL00784,MBA,1,81.33,1,-0.766,8,low,1,8.35,Low
785,Student_0785,ROLL00785,CSE,1,88.35,0,-0.002,35,mid,1,2.94,Low
786,Student_0786,ROLL00786,CSE,1,100.0,0,1.811,18,mid,1,2.17,Low
787,Student_0787,ROLL00787,Physics,2,85.13,0,-0.215,36,mid,1,7.96,Low
788,Student_0788,ROLL00788,Physics,2,65.37,0,-1.336,0,high,1,2.48,Low
789,Student_0789,ROLL00789,Commerce,4,52.22,1,-0.089,5,mid,1,-6.63,Medium
790,Student_0790,ROLL00790,Commerce,3,97.19,0,1.231,4,mid,0,-8.75,Low
791,Student_0791,ROLL00791,MBA,4,55.61,1,-0.376,30,low,0,-13.44,High
792,Student_0792,ROLL00792,Commerce,2,30.13,0,1.002,1,low,1,3.94,Medium
793,Student_0793,ROLL00793,BCA,1,85.49,0,-1.496,13,low,0,2.94,Low
794,Student_0794,ROLL00794,MBA,3,100.0,0,0.462,14,low,1,0.11,Low
795,Student_0795,ROLL00795,MBA,3,100.0,0,2.0,31,low,1,5.19,Low
796,Student_0796,ROLL00796,ECE,2,74.29,0,-0.872,47,low,1,-1.79,Medium
797,Student_0797,ROLL00797,ECE,4,57.14,3,1.933,23,low,0,-0.95,Medium
798,Student_0798,ROLL00798,CSE,2,84.8,0,1.556,2,high,0,5.76,Low
799,Student_0799,ROLL00799,Physics,4,75.37,0,-0.729,1,mid,1,-4.51,Low
800,Student_0800,ROLL00800,BCA,3,100.0,1,2.0,3,low,0,4.15,Low
801,Student_0801,ROLL00801,MBA,4,64.59,1,-1.078,0,low,1,-8.13,Medium
802,Student_0802,ROLL00802,ECE,3,72.99,0,0.288,0,high,0,0.14,Low
803,Student_0803,ROLL00803,CE,4,85.2,0,-0.901,1,high,1,0.97,Low
804,Student_0804,ROLL00804,MBA,2,100.0,0,-0.631,33,mid,0,5.16,Low
805,Student_0805,ROLL00805,CE,4,72.38,0,-0.067,21,mid,0,-11.6,Medium
806,Student_0806,ROLL00806,BCA,4,71.83,2,-0.46,0,high,0,5.85,Low
807,Student_0807,ROLL00807,BCA,4,84.2,2,1.008,6,mid,0,-6.34,Medium
808,Student_0808,ROLL00808,MBA,1,48.03,0,-1.252,7,mid,1,-6.47,Medium
809,Student_0809,ROLL00809,Commerce,4,85.86,0,0.097,28,mid,0,0.03,Low
810,Student_0810,ROLL00810,ECE,2,74.22,0,-0.03,17,mid,1,-5.33,Low
811,Student_0811,ROLL00811,ME,3,74.01,3,0.3,14,mid,0,-0.89,Medium
812,Student_0812,ROLL00812,ME,4,100.0,0,-0.235,2,mid,1,-2.63,Low
813,Student_0813,ROLL00813,MBA,2,63.01,0,0.995,17,mid,1,-7.63,Low
814,Student_0814,ROLL00814,Physics,4,92.21,0,-0.004,13,low,1,6.57,Low
815,Student_0815,ROLL00815,ME,4,100.0,1,1.347,12,mid,1,10.22,Low
816,Student_0816,ROLL00816,BCA,2,85.18,0,-0.854,61,low,1,7.9,Medium
817,Student_0817,ROLL00817,Commerce,3,66.02,0,1.622,2,mid,0,10.07,Low
818,Student_0818,ROLL00818,CE,3,76.55,1,1.602,3,low,1,-15.57,Low
819,Student_0819,ROLL00819,Commerce,4,85.79,0,0.461,4,mid,1,-4.61,Low
820,Student_0820,ROLL00820,MBA,1,70.33,1,0.399,67,low,0,-25.0,High
821,Student_0821,ROLL00821,ECE,1,89.71,2,0.486,1,mid,0,11.04,Low
822,Student_0822,ROLL00822,BCA,1,83.99,0,0.612,19,mid,1,8.88,Low
823,Student_0823,ROLL00823,CSE,4,67.32,0,-0.934,42,mid,1,8.85,Low
824,Student_0824,ROLL00824,ME,4,81.63,0,-0.215,6,low,1,3.27,Low
825,Student_0825,ROLL00825,MBA,1,45.71,2,0.675,10,mid,1,-25.73,Medium
826,Student_0826,ROLL00826,CSE,3,46.67,0,-0.127,58,low,0,-22.06,High
827,Student_0827,ROLL00827,ME,4,75.15,0,1.097,1,mid,1,-19.1,Low
828,Student_0828,ROLL00828,ECE,2,55.49,0,1.247,19,mid,0,0.79,Low
829,Student_0829,ROLL00829,ECE,1,66.63,0,-0.084,107,low,1,-6.07,High
830,Student_0830,ROLL00830,ECE,2,95.58,0,0.099,9,low,0,5.05,Low
831,Student_0831,ROLL00831,CE,4,42.27,0,-0.501,2,mid,1,-11.96,Medium
832,Student_0832,ROLL00832,BCA,3,99.57,1,0.702,21,mid,1,-0.02,Low
833,Student_0833,ROLL00833,Physics,1,58.0,2,-0.288,8,low,1,-11.24,Medium
834,Student_0834,ROLL00834,BCA,2,69.91,1,0.039,5,mid,0,-4.35,Medium
835,Student_0835,ROLL00835,Physics,2,93.37,0,-0.415,2,mid,1,-0.62,Low
836,Student_0836,ROLL00836,Commerce,2,55.24,0,2.0,5,mid,1,-1.74,Low
837,Student_0837,ROLL00837,Physics,3,70.53,1,0.747,16,high,1,-0.62,Low
838,Student_0838,ROLL00838,CE,1,85.66,0,1.674,52,low,1,-3.35,Medium
839,Student_0839,ROLL00839,MBA,3,48.76,0,0.014,19,mid,1,-7.49,Low
840,Student_0840,ROLL00840,MBA,2,40.69,0,2.0,2,mid,1,-12.46,Low
841,Student_0841,ROLL00841,ECE,3,53.3,3,0.245,21,mid,0,2.81,Medium
842,Student_0842,ROLL00842,CSE,1,77.0,1,-0.444,2,low,0,-7.97,Medium
843,Student_0843,ROLL00843,ME,4,71.8,0,-0.935,16,mid,1,-4.78,Medium
844,Student_0844,ROLL00844,MBA,1,88.85,0,0.401,6,high,1,6.6,Low
845,Student_0845,ROLL00845,Commerce,3,61.48,4,1.984,23,mid,1,-2.9,Medium
846,Student_0846,ROLL00846,Physics,3,60.18,1,0.078,4,low,0,3.98,Medium
847,Student_0847,ROLL00847,Physics,4,69.1,1,-0.258,3,high,0,3.95,Low
848,Student_0848,ROLL00848,ECE,4,85.86,3,-0.039,6,mid,1,8.38,Low
849,Student_0849,ROLL00849,MBA,2,30.0,0,-0.626,5,high,0,-19.83,Medium
850,Student_0850,ROLL00850,ME,2,58.61,1,-0.597,21,low,1,5.17,Medium
851,Student_0851,ROLL00851,Physics,1,53.1,0,-0.45,25,low,1,-9.05,Medium
852,Student_0852,ROLL00852,CSE,4,57.71,0,0.036,18,low,1,-6.64,Medium
853,Student_0853,ROLL00853,ECE,1,93.21,0,-1.376,10,mid,1,0.63,Low
854,Student_0854,ROLL00854,Commerce,2,97.12,0,0.301,0,high,0,9.05,Low
855,Student_0855,ROLL00855,Physics,4,64.58,0,-0.744,6,mid,0,1.11,Medium
856,Student_0856,ROLL00856,CSE,2,54.82,2,-1.27,19,mid,0,-0.84,Medium
857,Student_0857,ROLL00857,ECE,3,60.89,0,0.596,20,low,1,4.54,Low
858,Student_0858,ROLL00858,Physics,4,62.9,0,-1.909,3,high,1,-0.0,Medium
859,Student_0859,ROLL00859,Physics,3,87.23,0,0.532,67,low,1,5.28,Medium
860,Student_0860,ROLL00860,BCA,1,73.4,0,-1.836,57,low,1,8.26,Medium
861,Student_0861,ROLL00861,Physics,2,86.69,0,0.984,0,low,0,1.82,Low
862,Student_0862,ROLL00862,ECE,3,93.24,0,0.4,3,high,1,-0.85,Low
863,Student_0863,ROLL00863,CSE,2,55.86,0,0.514,6,low,1,-17.13,Medium
864,Student_0864,ROLL00864,MBA,3,43.97,1,-0.924,21,mid,0,-18.18,Medium
865,Student_0865,ROLL00865,ME,2,100.0,4,0.091,17,low,1,6.94,Low
866,Student_0866,ROLL00866,CE,4,88.96,0,0.408,3,mid,1,-2.11,Low
867,Student_0867,ROLL00867,MBA,2,57.22,1,-0.252,7,mid,1,-6.04,Low
868,Student_0868,ROLL00868,CE,1,93.27,0,0.36,3,mid,1,-0.45,Low
869,Student_0869,ROLL00869,MBA,3,95.2,0,1.366,46,mid,1,2.72,Low
870,Student_0870,ROLL00870,Commerce,4,88.08,1,0.349,3,mid,1,1.2,Low
871,Student_0871,ROLL00871,MBA,2,86.88,0,0.023,14,low,0,-8.39,Low
872,Student_0872,ROLL00872,Commerce,2,100.0,2,0.122,12,mid,1,-0.34,Low
873,Student_0873,ROLL00873,Commerce,2,57.59,0,1.745,1,mid,1,15.0,Low
874,Student_0874,ROLL00874,ECE,1,80.43,0,0.67,5,mid,1,3.88,Low
875,Student_0875,ROLL00875,MBA,2,90.29,0,-1.485,15,mid,1,-7.25,Low
876,Student_0876,ROLL00876,ME,4,64.08,0,-2.0,3,low,0,-3.26,Medium
877,Student_0877,ROLL00877,Physics,3,97.03,1,1.929,62,low,0,3.23,Medium
878,Student_0878,ROLL00878,BCA,3,100.0,1,0.264,60,low,1,2.3,Low
879,Student_0879,ROLL00879,BCA,2,58.95,0,-1.143,2,mid,1,-1.78,Low
880,Student_0880,ROLL00880,BCA,4,80.8,0,1.47,2,mid,1,-4.45,Low
881,Student_0881,ROLL00881,BCA,2,50.16,0,-0.257,22,mid,0,-3.43,Medium
882,Student_0882,ROLL00882,MBA,3,65.34,0,-0.032,6,high,0,0.17,Low
883,Student_0883,ROLL00883,CSE,4,58.4,0,1.447,14,low,1,-8.29,Low
884,Student_0884,ROLL00884,MBA,2,65.46,0,0.959,96,low,0,-6.0,Medium
885,Student_0885,ROLL00885,Physics,4,57.46,0,1.505,22,mid,1,-11.64,Low
886,Student_0886,ROLL00886,Commerce,1,79.09,0,-0.732,28,low,1,1.26,Low
887,Student_0887,ROLL00887,ECE,2,56.51,0,0.712,22,mid,1,-10.75,Low
888,Student_0888,ROLL00888,ECE,2,99.8,0,0.108,1,mid,1,3.5,Low
889,Student_0889,ROLL00889,CSE,4,75.94,2,-1.765,16,low,1,-6.25,Medium
890,Student_0890,ROLL00890,MBA,3,80.69,2,-2.0,6,high,1,5.86,Low
891,Student_0891,ROLL00891,MBA,4,61.69,2,-2.0,12,mid,0,-8.46,Medium
892,Student_0892,ROLL00892,Physics,2,83.27,0,-0.006,4,mid,0,7.69,Low
893,Student_0893,ROLL00893,MBA,2,60.46,1,-0.561,2,mid,0,-7.22,Medium
894,Student_0894,ROLL00894,BCA,1,100.0,2,0.903,0,mid,0,-2.66,Low
895,Student_0895,ROLL00895,ECE,4,68.48,1,-0.02,21,mid,0,-10.82,Medium
896,Student_0896,ROLL00896,CSE,1,57.39,1,0.134,120,low,1,-4.98,High
897,Student_0897,ROLL00897,Commerce,4,59.15,2,-0.3,23,mid,1,-12.89,Medium
898,Student_0898,ROLL00898,MBA,4,72.23,0,-1.616,17,mid,1,9.34,Low
899,Student_0899,ROLL00899,CE,1,64.73,0,0.118,10,low,1,-16.37,Medium
900,Student_0900,ROLL00900,CSE,1,74.33,0,-0.282,16,mid,1,2.45,Low
901,Student_0901,ROLL00901,ECE,1,53.97,0,-0.532,15,high,1,2.63,Low
902,Student_0902,ROLL00902,CE,2,100.0,1,0.713,17,mid,0,10.34,Low
903,Student_0903,ROLL00903,ECE,2,84.49,1,0.891,2,mid,1,1.98,Low
904,Student_0904,ROLL00904,BCA,4,79.99,1,-1.019,2,high,1,6.67,Low
905,Student_0905,ROLL00905,ECE,4,91.31,0,-0.824,12,mid,0,2.82,Low
906,Student_0906,ROLL00906,CSE,4,68.55,1,0.962,2,high,0,-1.85,Low
907,Student_0907,ROLL00907,ME,2,57.67,0,-0.161,28,low,1,-7.44,Low
908,Student_0908,ROLL00908,MBA,4,89.36,1,0.32,7,low,0,0.76,Low
909,Student_0909,ROLL00909,ECE,3,63.1,0,0.963,26,mid,0,6.32,Low
910,Student_0910,ROLL00910,ME,4,68.02,0,0.745,27,mid,0,2.14,Low
911,Student_0911,ROLL00911,BCA,4,84.66,0,-0.276,0,mid,1,1.19,Low
